term,count_discordant,count_concordant,freq_discordant,freq_concordant,fold_enrichment,fisher_pval,odds_ratio
Cleavage of the damaged pyrimidine ,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
DNA Damage Bypass,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
TLR3-mediated TICAM1-dependent programmed cell death,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
Processing of DNA double-strand break ends,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
Toll Like Receptor 4 (TLR4) Cascade,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
The citric acid (TCA) cycle and respiratory electron transport,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Cargo recognition for clathrin-mediated endocytosis,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Leishmania infection,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
MET activates PTK2 signaling,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
FOXO-mediated transcription,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Chromatin modifying enzymes,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Transcriptional regulation by RUNX3,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Integrin cell surface interactions,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Generation of second messenger molecules,5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
