term,count_discordant,count_concordant,freq_discordant,freq_concordant,fold_enrichment,fisher_pval,odds_ratio
"Cell death signalling via NRAGE, NRIF and NADE",5,1,0.030120481927710843,0.02564102564102564,1.1746987951807228,0.6796387085176554,1.1801242236024845
Membrane Trafficking,12,3,0.07228915662650602,0.07692307692307693,0.9397590361445782,0.6877673758065785,0.935064935064935
Disease,47,12,0.28313253012048195,0.3076923076923077,0.9201807228915663,0.696296959465307,0.8886554621848739
Cell surface interactions at the vascular wall,8,2,0.04819277108433735,0.05128205128205128,0.9397590361445783,0.7092576099213097,0.9367088607594937
DNA Repair,8,2,0.04819277108433735,0.05128205128205128,0.9397590361445783,0.7092576099213097,0.9367088607594937
Role of LAT2/NTAL/LAB on calcium mobilization,8,2,0.04819277108433735,0.05128205128205128,0.9397590361445783,0.7092576099213097,0.9367088607594937
Costimulation by the CD28 family,8,2,0.04819277108433735,0.05128205128205128,0.9397590361445783,0.7092576099213097,0.9367088607594937
Programmed Cell Death,15,4,0.09036144578313253,0.10256410256410256,0.8810240963855422,0.7187248781902162,0.8692052980132451
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",15,4,0.09036144578313253,0.10256410256410256,0.8810240963855422,0.7187248781902162,0.8692052980132451
RAF/MAP kinase cascade,11,3,0.06626506024096386,0.07692307692307693,0.8614457831325302,0.7358723884062028,0.8516129032258064
Apoptosis,11,3,0.06626506024096386,0.07692307692307693,0.8614457831325302,0.7358723884062028,0.8516129032258064
Vesicle-mediated transport,11,3,0.06626506024096386,0.07692307692307693,0.8614457831325302,0.7358723884062028,0.8516129032258064
Cellular response to heat stress,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Oxidative Stress Induced Senescence,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
L1CAM interactions,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Signaling by TGFB family members,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
mTORC1-mediated signalling,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Semaphorin interactions,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Signaling by ERBB4,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Signaling by Leptin,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Integrin signaling,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Signaling by FGFR in disease,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
Toll Like Receptor TLR6:TLR2 Cascade,4,1,0.024096385542168676,0.02564102564102564,0.9397590361445783,0.7583404248813971,0.9382716049382716
RHO GTPase Effectors,14,4,0.08433734939759036,0.10256410256410256,0.822289156626506,0.7596704941562801,0.805921052631579
GPCR downstream signalling,7,2,0.04216867469879518,0.05128205128205128,0.822289156626506,0.7667669962429271,0.8144654088050315
Extra-nuclear estrogen signaling,7,2,0.04216867469879518,0.05128205128205128,0.822289156626506,0.7667669962429271,0.8144654088050315
TP53 Regulates Metabolic Genes,7,2,0.04216867469879518,0.05128205128205128,0.822289156626506,0.7667669962429271,0.8144654088050315
Immune System,48,13,0.2891566265060241,0.3333333333333333,0.8674698795180723,0.7717753027542422,0.8135593220338984
Signaling by Rho GTPases,17,5,0.10240963855421686,0.1282051282051282,0.7987951807228916,0.7811582551607453,0.7758389261744967
Signaling by PDGF,10,3,0.060240963855421686,0.07692307692307693,0.7831325301204819,0.7821492343182036,0.7692307692307693
Nervous system development,10,3,0.060240963855421686,0.07692307692307693,0.7831325301204819,0.7821492343182036,0.7692307692307693
Innate Immune System,28,8,0.1686746987951807,0.20512820512820512,0.822289156626506,0.7837435735270718,0.7862318840579711
Developmental Biology,27,8,0.16265060240963855,0.20512820512820512,0.7929216867469879,0.8103575604373716,0.7526978417266187
Post-translational protein modification,23,7,0.13855421686746988,0.1794871794871795,0.7719449225473322,0.8187087793110592,0.7352647352647352
Cellular Senescence,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
Signaling by ALK in cancer,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
PKB-mediated events,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
G2/M DNA damage checkpoint,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
Cell Cycle Checkpoints,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
VEGFR2 mediated cell proliferation,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
Signaling by EGFR,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
PI3K/AKT activation,6,2,0.03614457831325301,0.05128205128205128,0.7048192771084337,0.8215606615438015,0.69375
Signaling by the B Cell Receptor (BCR),9,3,0.05421686746987952,0.07692307692307693,0.7048192771084337,0.8256825729517371,0.6878980891719745
DAP12 signaling,9,3,0.05421686746987952,0.07692307692307693,0.7048192771084337,0.8256825729517371,0.6878980891719745
IRS-related events triggered by IGF1R,12,4,0.07228915662650602,0.10256410256410256,0.7048192771084337,0.8349307367199021,0.6818181818181818
MAPK family signaling cascades,12,4,0.07228915662650602,0.10256410256410256,0.7048192771084337,0.8349307367199021,0.6818181818181818
DNA Damage/Telomere Stress Induced Senescence,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Meiotic recombination,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Interleukin-12 family signaling,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Regulation of actin dynamics for phagocytic cup formation,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Signaling by CSF3 (G-CSF),3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
MAP kinase activation,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Regulation of mRNA stability by proteins that bind AU-rich elements,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Signaling by TGF-beta Receptor Complex,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Leishmania parasite growth and survival,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Cell junction organization,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
CD28 dependent PI3K/Akt signaling,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Degradation of the extracellular matrix,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
HCMV Early Events,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
FCERI mediated Ca+2 mobilization,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Regulation of PLK1 Activity at G2/M Transition,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Protein localization,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Transcriptional regulation by RUNX1,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
CD28 dependent Vav1 pathway,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
FGFR1 mutant receptor activation,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
FLT3 Signaling,3,1,0.018072289156626505,0.02564102564102564,0.7048192771084337,0.8355936433979532,0.6993865030674846
Metabolism of proteins,33,10,0.19879518072289157,0.2564102564102564,0.7753012048192772,0.8447762268164767,0.7195488721804512
Cytokine Signaling in Immune system,32,10,0.1927710843373494,0.2564102564102564,0.7518072289156628,0.8648946751209471,0.6925373134328359
Negative regulation of the PI3K/AKT network,8,3,0.04819277108433735,0.07692307692307693,0.6265060240963856,0.8655651727441673,0.6075949367088608
PI3K Cascade,8,3,0.04819277108433735,0.07692307692307693,0.6265060240963856,0.8655651727441673,0.6075949367088608
Downstream signal transduction,11,4,0.06626506024096386,0.10256410256410256,0.6460843373493976,0.8681611730551687,0.6209677419354839
RNA Polymerase II Transcription,28,9,0.1686746987951807,0.23076923076923078,0.7309236947791163,0.8713020156698331,0.6763285024154589
G2/M Checkpoints,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
GAB1 signalosome,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
EPH-Ephrin signaling,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
Selective autophagy,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
RHO GTPase cycle,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
MyD88-independent TLR4 cascade ,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
TRIF(TICAM1)-mediated TLR4 signaling ,5,2,0.030120481927710843,0.05128205128205128,0.5873493975903614,0.8718449102904113,0.5745341614906833
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),10,4,0.060240963855421686,0.10256410256410256,0.5873493975903614,0.897841349098206,0.5608974358974359
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",10,4,0.060240963855421686,0.10256410256410256,0.5873493975903614,0.897841349098206,0.5608974358974359
Axon guidance,16,6,0.0963855421686747,0.15384615384615385,0.6265060240963856,0.9042127384694931,0.5866666666666667
PIP3 activates AKT signaling,16,6,0.0963855421686747,0.15384615384615385,0.6265060240963856,0.9042127384694931,0.5866666666666667
SARS-CoV-2 Infection,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
DNA Replication Pre-Initiation,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
PLC-gamma1 signalling,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Paradoxical activation of RAF signaling by kinase inactive BRAF,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
p130Cas linkage to MAPK signaling for integrins,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Chromosome Maintenance,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Translocation of SLC2A4 (GLUT4) to the plasma membrane,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Signaling by cytosolic FGFR1 fusion mutants,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
HATs acetylate histones,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
AURKA Activation by TPX2,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
APC/C-mediated degradation of cell cycle proteins,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
PRC2 methylates histones and DNA,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Mitochondrial protein import,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Epigenetic regulation of gene expression,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Toll Like Receptor 10 (TLR10) Cascade,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Activation of BAD and translocation to mitochondria ,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Smooth Muscle Contraction,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Respiratory electron transport,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
PTEN Regulation,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
EPHB-mediated forward signaling,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
RAC2 GTPase cycle,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Negative regulation of FGFR2 signaling,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
SHC1 events in EGFR signaling,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
RHOQ GTPase cycle,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Defective pyroptosis,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Toll Like Receptor TLR1:TLR2 Cascade,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
MHC class II antigen presentation,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
CTLA4 inhibitory signaling,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
CLEC7A (Dectin-1) signaling,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
RHOJ GTPase cycle,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Downstream signaling of activated FGFR3,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
FCGR3A-mediated IL10 synthesis,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
PINK1-PRKN Mediated Mitophagy,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
DNA Double Strand Break Response,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Signaling by FGFR3,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Polo-like kinase mediated events,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
E2F mediated regulation of DNA replication,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
DNA Damage Recognition in GG-NER,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
RND1 GTPase cycle,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Negative epigenetic regulation of rRNA expression,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Pre-NOTCH Expression and Processing,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
RAC3 GTPase cycle,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
EPH-ephrin mediated repulsion of cells,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Cellular response to chemical stress,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
HCMV Infection,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
RMTs methylate histone arginines,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Apoptotic cleavage of cellular proteins,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
SARS-CoV-1 Infection,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Mitophagy,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Neurodegenerative Diseases,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Recycling pathway of L1,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Global Genome Nucleotide Excision Repair (GG-NER),2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Fanconi Anemia Pathway,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
TP53 Regulates Transcription of Cell Death Genes,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,2,1,0.012048192771084338,0.02564102564102564,0.46987951807228917,0.9066053671258243,0.4634146341463415
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Mitotic G2-G2/M phases,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Cell-Cell communication,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Toll Like Receptor 3 (TLR3) Cascade,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Activation of BH3-only proteins,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
G2/M Transition,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Toll Like Receptor 9 (TLR9) Cascade,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
DAP12 interactions,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
SARS-CoV Infections,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
RHO GTPases activate PKNs,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Toll-like Receptor Cascades,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Chromatin organization,4,2,0.024096385542168676,0.05128205128205128,0.46987951807228917,0.9157438576088803,0.4567901234567901
Insulin receptor signalling cascade,12,5,0.07228915662650602,0.1282051282051282,0.563855421686747,0.9221386542981679,0.5298701298701298
Signaling by GPCR,9,4,0.05421686746987952,0.10256410256410256,0.5286144578313253,0.9236325848771874,0.5015923566878981
Frs2-mediated activation,6,3,0.03614457831325301,0.07692307692307693,0.4698795180722891,0.9311479921455503,0.45
Signaling by VEGF,11,5,0.06626506024096386,0.1282051282051282,0.5168674698795181,0.9412681329927552,0.48258064516129034
VEGFA-VEGFR2 Pathway,11,5,0.06626506024096386,0.1282051282051282,0.5168674698795181,0.9412681329927552,0.48258064516129034
IRS-mediated signalling,8,4,0.04819277108433735,0.10256410256410256,0.46987951807228917,0.9453303723290276,0.4430379746835443
Signaling by SCF-KIT,8,4,0.04819277108433735,0.10256410256410256,0.46987951807228917,0.9453303723290276,0.4430379746835443
Signaling by Non-Receptor Tyrosine Kinases,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Signaling by FGFR1 in disease,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Homology Directed Repair,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
FCERI mediated MAPK activation,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
MyD88 cascade initiated on plasma membrane,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Mitotic G1 phase and G1/S transition,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
CD28 co-stimulation,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Diseases of programmed cell death,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Signalling to ERKs,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
ARMS-mediated activation,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
MyD88 dependent cascade initiated on endosome,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Apoptotic execution phase,3,2,0.018072289156626505,0.05128205128205128,0.35240963855421686,0.9514734711727876,0.34049079754601225
Prolonged ERK activation events,5,3,0.030120481927710843,0.07692307692307693,0.39156626506024095,0.9556519915347611,0.37267080745341613
Gastrin-CREB signalling pathway via PKC and MAPK,5,3,0.030120481927710843,0.07692307692307693,0.39156626506024095,0.9556519915347611,0.37267080745341613
IGF1R signaling cascade,7,4,0.04216867469879518,0.10256410256410256,0.411144578313253,0.9628887495961352,0.38522012578616355
Homologous DNA Pairing and Strand Exchange,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Regulation of TP53 Degradation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by ALK,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Cyclin A/B1/B2 associated events during G2/M transition,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Synthesis of DNA,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Cell-cell junction organization,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Regulation of mitotic cell cycle,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by high-kinase activity BRAF mutants,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Influenza Viral RNA Transcription and Replication,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Pexophagy,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
RAB geranylgeranylation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Pre-NOTCH Transcription and Translation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
HSF1 activation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by FGFR2 in disease,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by NTRK2 (TRKB),1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
NF-kB is activated and signals survival,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by NTRK3 (TRKC),1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Interleukin-1 signaling,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by RAS mutants,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
RAF activation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Regulation of TP53 Activity through Methylation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Regulation of localization of FOXO transcription factors,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Gluconeogenesis,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
MAPK targets/ Nuclear events mediated by MAP kinases,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
SLC transporter disorders,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
DNA methylation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Toll Like Receptor 5 (TLR5) Cascade,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
STAT5 Activation,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
GRB2 events in ERBB2 signaling,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by FGFR2,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Recognition of DNA damage by PCNA-containing replication complex,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
FLT3 signaling in disease,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Phospholipase C-mediated cascade; FGFR2,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Gap-filling DNA repair synthesis and ligation in TC-NER,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Disorders of transmembrane transporters,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Signaling by ERBB2 TMD/JMD mutants,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
Stabilization of p53,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
HDR through MMEJ (alt-NHEJ),1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
G-protein beta:gamma signalling,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
p75NTR signals via NF-kB,1,1,0.006024096385542169,0.02564102564102564,0.23493975903614459,0.9645624103299857,0.23030303030303031
