term,count_discordant,count_concordant,freq_discordant,freq_concordant,fold_enrichment,fisher_pval,odds_ratio
mitochondrial outer membrane,8,1,0.04819277108433735,0.02564102564102564,1.8795180722891567,0.462122679512197,1.9240506329113924
"DNA-binding transcription factor activity, RNA polymerase II-specific",8,1,0.04819277108433735,0.02564102564102564,1.8795180722891567,0.462122679512197,1.9240506329113924
positive regulation of cellular protein localization,12,2,0.07228915662650602,0.05128205128205128,1.4096385542168675,0.48064857155819785,1.4415584415584415
cellular response to oxidative stress,12,2,0.07228915662650602,0.05128205128205128,1.4096385542168675,0.48064857155819785,1.4415584415584415
regulation of signaling,20,4,0.12048192771084337,0.10256410256410256,1.1746987951807228,0.503556460046623,1.1986301369863013
vesicle-mediated transport,20,4,0.12048192771084337,0.10256410256410256,1.1746987951807228,0.503556460046623,1.1986301369863013
leukocyte activation involved in immune response,20,4,0.12048192771084337,0.10256410256410256,1.1746987951807228,0.503556460046623,1.1986301369863013
identical protein binding,28,6,0.1686746987951807,0.15384615384615385,1.0963855421686746,0.5195047034890963,1.1159420289855073
regulation of cell activation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
external side of plasma membrane,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of axon extension,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
platelet aggregation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
liver development,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
gene expression,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
regulation of cell shape,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
Notch signaling pathway,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
protein localization to plasma membrane,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cytokine activity,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of leukocyte activation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
biological phase,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
branching morphogenesis of an epithelial tube,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
protein metabolic process,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
histone deacetylase binding,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
mitotic cell cycle phase,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
secretory granule membrane,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cell cycle phase,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
regulation of cytokinesis,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
response to insulin,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
T cell costimulation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
transcription by RNA polymerase II,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
M phase,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
brain development,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
caveola,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
leukocyte cell-cell adhesion,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
extracellular matrix,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
frizzled binding,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
mitotic nuclear membrane disassembly,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
ovarian follicle development,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
autophagosome assembly,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
stimulatory C-type lectin receptor signaling pathway,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
endoplasmic reticulum unfolded protein response,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of intrinsic apoptotic signaling pathway,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
natural killer cell differentiation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
regulation of mRNA stability,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
synaptic vesicle,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
tumor necrosis factor-mediated signaling pathway,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
sequence-specific double-stranded DNA binding,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
negative regulation of ERK1 and ERK2 cascade,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
mitotic M phase,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
neural crest cell differentiation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
endocardial cell differentiation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of leukocyte cell-cell adhesion,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of cell-cell adhesion,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
protease binding,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
nuclear envelope,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
nucleosome,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
response to organic substance,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
dorsal/ventral pattern formation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
negative regulation of cell communication,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
regulated exocytosis,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cellular response to transforming growth factor beta stimulus,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of ERK1 and ERK2 cascade,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cellular response to peptide hormone stimulus,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cellular protein-containing complex assembly,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
ventricular septum development,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
phosphotyrosine residue binding,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
B cell receptor signaling pathway,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cell-matrix adhesion,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
organonitrogen compound catabolic process,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cellular response to estrogen stimulus,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
T cell receptor complex,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
necroptotic process,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
response to amino acid,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of endothelial cell proliferation,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
proteolysis involved in cellular protein catabolic process,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
regulation of leukocyte cell-cell adhesion,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
regulation of phosphatidylinositol 3-kinase signaling,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
oxoacid metabolic process,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
mitochondrial inner membrane,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
transcription cis-regulatory region binding,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
cell-cell adhesion,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
establishment of localization in cell,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
peptide cross-linking,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
NIK/NF-kappaB signaling,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of cytosolic calcium ion concentration,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
actin cytoskeleton,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
ubiquitin-dependent protein catabolic process,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
male gonad development,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
locomotory behavior,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
positive regulation of protein-containing complex assembly,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
anatomical structure morphogenesis,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
substrate adhesion-dependent cell spreading,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
ameboidal-type cell migration,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
secretion by cell,3,0,0.018072289156626505,0.0,inf,0.5291219936250362,inf
membrane raft,7,1,0.04216867469879518,0.02564102564102564,1.644578313253012,0.5298214165634704,1.6729559748427674
response to estradiol,7,1,0.04216867469879518,0.02564102564102564,1.644578313253012,0.5298214165634704,1.6729559748427674
positive regulation of MAPK cascade,7,1,0.04216867469879518,0.02564102564102564,1.644578313253012,0.5298214165634704,1.6729559748427674
DNA binding,11,2,0.06626506024096386,0.05128205128205128,1.2921686746987953,0.535339389454199,1.3129032258064517
cytokine-mediated signaling pathway,11,2,0.06626506024096386,0.05128205128205128,1.2921686746987953,0.535339389454199,1.3129032258064517
regulation of transcription by RNA polymerase II,11,2,0.06626506024096386,0.05128205128205128,1.2921686746987953,0.535339389454199,1.3129032258064517
canonical Wnt signaling pathway,15,3,0.09036144578313253,0.07692307692307693,1.1746987951807228,0.5409039174233108,1.1920529801324504
innate immune response,15,3,0.09036144578313253,0.07692307692307693,1.1746987951807228,0.5409039174233108,1.1920529801324504
endoplasmic reticulum membrane,15,3,0.09036144578313253,0.07692307692307693,1.1746987951807228,0.5409039174233108,1.1920529801324504
negative regulation of proteolysis,19,4,0.1144578313253012,0.10256410256410256,1.1159638554216866,0.5462153305838018,1.130952380952381
ion transmembrane transport,19,4,0.1144578313253012,0.10256410256410256,1.1159638554216866,0.5462153305838018,1.130952380952381
mitochondrial matrix,19,4,0.1144578313253012,0.10256410256410256,1.1159638554216866,0.5462153305838018,1.130952380952381
growth,19,4,0.1144578313253012,0.10256410256410256,1.1159638554216866,0.5462153305838018,1.130952380952381
nucleic acid metabolic process,27,6,0.16265060240963855,0.15384615384615385,1.0572289156626504,0.5562062499541063,1.0683453237410072
response to stress,27,6,0.16265060240963855,0.15384615384615385,1.0572289156626504,0.5562062499541063,1.0683453237410072
peptidase activity,14,3,0.08433734939759036,0.07692307692307693,1.0963855421686746,0.5895187122528593,1.105263157894737
intracellular membrane-bounded organelle,14,3,0.08433734939759036,0.07692307692307693,1.0963855421686746,0.5895187122528593,1.105263157894737
lysosomal membrane,14,3,0.08433734939759036,0.07692307692307693,1.0963855421686746,0.5895187122528593,1.105263157894737
negative regulation of cell motility,18,4,0.10843373493975904,0.10256410256410256,1.0572289156626506,0.5895509282094078,1.0641891891891893
nuclear transport,18,4,0.10843373493975904,0.10256410256410256,1.0572289156626506,0.5895509282094078,1.0641891891891893
negative regulation of protein metabolic process,18,4,0.10843373493975904,0.10256410256410256,1.0572289156626506,0.5895509282094078,1.0641891891891893
cell surface receptor signaling pathway,22,5,0.13253012048192772,0.1282051282051282,1.0337349397590363,0.5909388312924979,1.038888888888889
macromolecule biosynthetic process,22,5,0.13253012048192772,0.1282051282051282,1.0337349397590363,0.5909388312924979,1.038888888888889
zinc ion binding,6,1,0.03614457831325301,0.02564102564102564,1.4096385542168675,0.6027562278085532,1.425
synapse,6,1,0.03614457831325301,0.02564102564102564,1.4096385542168675,0.6027562278085532,1.425
platelet activation,6,1,0.03614457831325301,0.02564102564102564,1.4096385542168675,0.6027562278085532,1.425
cell differentiation,6,1,0.03614457831325301,0.02564102564102564,1.4096385542168675,0.6027562278085532,1.425
positive regulation of cell migration,6,1,0.03614457831325301,0.02564102564102564,1.4096385542168675,0.6027562278085532,1.425
signal transduction,42,10,0.25301204819277107,0.2564102564102564,0.9867469879518073,0.605531551302084,0.9822580645161291
nucleobase-containing compound metabolic process,25,6,0.15060240963855423,0.15384615384615385,0.9789156626506025,0.6298761871619274,0.975177304964539
male gamete generation,17,4,0.10240963855421686,0.10256410256410256,0.9984939759036144,0.6330980479710753,0.9983221476510067
negative regulation of catabolic process,17,4,0.10240963855421686,0.10256410256410256,0.9984939759036144,0.6330980479710753,0.9983221476510067
trans-synaptic signaling,17,4,0.10240963855421686,0.10256410256410256,0.9984939759036144,0.6330980479710753,0.9983221476510067
endopeptidase activity,17,4,0.10240963855421686,0.10256410256410256,0.9984939759036144,0.6330980479710753,0.9983221476510067
glycoprotein biosynthetic process,17,4,0.10240963855421686,0.10256410256410256,0.9984939759036144,0.6330980479710753,0.9983221476510067
RNA metabolic process,13,3,0.0783132530120482,0.07692307692307693,1.0180722891566265,0.6387129221688043,1.0196078431372548
single-organism cellular process,13,3,0.0783132530120482,0.07692307692307693,1.0180722891566265,0.6387129221688043,1.0196078431372548
myeloid leukocyte differentiation,13,3,0.0783132530120482,0.07692307692307693,1.0180722891566265,0.6387129221688043,1.0196078431372548
adaptive immune response,9,2,0.05421686746987952,0.05128205128205128,1.0572289156626506,0.650642273862738,1.0605095541401275
mitotic prophase,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
cellular catabolic process,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
cell motility,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
positive regulation of fibroblast migration,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
midbody,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
regulation of innate immune response,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
regulation of T cell activation,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
postsynaptic density,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
transforming growth factor beta receptor signaling pathway,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
somatic stem cell population maintenance,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
supramolecular fiber organization,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
transcription factor complex,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
positive regulation of mitotic cell cycle,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
exosomal secretion,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
regulation of insulin-like growth factor receptor signaling pathway,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
autophagosome,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
chemical homeostasis,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
response to hormone,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
positive regulation of GTPase activity,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
insulin-like growth factor receptor signaling pathway,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
mitochondrial membrane,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
"proton-transporting ATP synthase activity, rotational mechanism",2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
execution phase of necroptosis,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
forebrain development,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
apoptotic cell clearance,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
mitotic metaphase plate congression,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
cellular protein modification process,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
positive regulation of epithelial cell proliferation,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
microtubule cytoskeleton organization,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
regulation of osteoblast differentiation,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
bone development,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
maintenance of blood-brain barrier,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
membrane disassembly,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
positive regulation of collagen biosynthetic process,2,0,0.012048192771084338,0.0,inf,0.6549497847919655,inf
