gene_a,gene_b,gene_a_label,gene_b_label,corr_mrna,corr_protein,corr_cross_ab,corr_cross_ba,n_samples_mrna,n_samples_protein,predicate_group
100151683,998,RNU4ATAC,CDC42 (human),-0.20852512171694182,,-0.02014218332826399,,878,0,co-disease
6581,6583,SLC22A3 (human),SLC22A4,-0.039779121782860596,,,,878,0,co-disease
1906,5332,EDN1 (human),PLCB4,0.20994767311392748,,,,878,0,co-disease
183,4841,AGT,NONO,0.03323259993196598,,,,878,0,co-disease
10572,6583,SIVA1 (human),SLC22A4,-0.028714828752741776,,,,878,0,co-disease
342618,998,SLFN14,CDC42 (human),0.07022443444264141,,0.14388176002521266,,878,0,co-disease
213,6354,ALB (human),CCL7 (human),-0.17582147344837543,,,,878,0,co-disease
1956,3265,EGFR,HRAS,-0.21579423169835546,,,-0.05751363572148109,878,0,co-disease
2566,4049,GABRG2,LTA (human),-0.04714853276244271,,,,878,0,co-disease
23411,5919,SIRT1 (human),RARRES2 (human),-0.2024565681232558,,,,878,0,co-disease
407040,5563,MIR34A,PRKAA2 (human),,,,,878,0,co-disease
5803,64699,PTPRZ1,TMPRSS3 (human),0.08067958484205115,,,,878,0,co-disease
10549,7494,PRDX4 (human),XBP1 (human),-0.34486113224788917,,0.003743592525023015,,878,0,co-disease
3265,595,HRAS,CCND1 (human),0.0558844507493578,,-0.006515595847995305,,878,0,co-disease
109,5176,ADCY3 (human),SERPINF1,0.05674071597514588,,,,878,0,co-disease
1026,595,CDKN1A (human),CCND1 (human),0.24265846492669535,0.2256497945721508,0.1087077783815373,0.007234494588153645,878,878,co-disease
4194,5803,MDM4 (human),PTPRZ1,-0.03679449405334545,,,,878,0,co-disease
2444,407040,FRK (human),MIR34A,,,,,878,0,co-disease
1026,6648,CDKN1A (human),SOD2 (human),,0.005576466266674605,-0.05235680945548146,,0,860,co-disease
2213,6603,FCGR2B (human),SMARCD2 (human),-0.13482427287547316,,,,878,0,co-disease
10411,2879,RAPGEF3 (human),GPX4 (human),0.29925970543892494,,,,878,0,co-disease
2551,596,GABPA (human),BCL2 (human),0.3942038389231398,,0.1434358433996762,,878,0,co-disease
5290,5291,PIK3CA,PIK3CB (human),0.6608762375451648,0.04180783670916141,-0.09092340615379531,-0.05423398840204928,878,860,co-disease
3440,84522,IFNA2 (human),JAGN1 (human),-0.04933111971593261,,,,878,0,co-disease
1129,7099,CHRM2 (human),TLR4 (human),-0.02950104034698666,,,,878,0,co-disease
3239,4928,HOXD13,NUP98 (human),-0.013894057708859852,,,,878,0,co-disease
2623,3440,GATA1,IFNA2 (human),0.04781189442940091,,,,878,0,co-disease
3565,5016,IL4 (human),OVGP1 (human),0.19367675629531747,,,,878,0,co-disease
7171,80739,TPM4 (human),MPIG6B (human),0.10524982734267978,,,,878,0,co-disease
288,596,ANK3,BCL2 (human),0.2512071717037168,,0.09776672215396051,,878,0,co-disease
699,9702,BUB1 (human),CEP57 (human),0.3185022527220819,,,,878,0,co-disease
1806,8943,DPYD,AP3D1,0.1664281436950698,,,,878,0,co-disease
353,7057,APRT (human),THBS1 (human),-0.2608004250226402,,,,878,0,co-disease
5156,5290,PDGFRA,PIK3CA,0.37531621484958233,,-0.04506481942577595,,878,0,co-disease
2494,3551,NR5A2 (human),IKBKB (human),0.21449968266961986,,,,878,0,co-disease
10411,407040,RAPGEF3 (human),MIR34A,,,,,878,0,co-disease
1026,3265,CDKN1A (human),HRAS,0.19757587272858534,,,0.007971504340733121,878,0,co-disease
2064,2065,ERBB2,ERBB3,0.32440355965582646,0.15590405738454288,0.08428843009588155,0.17890696154726826,878,878,co-disease
6603,8797,SMARCD2 (human),TNFRSF10A (human),0.09677420817176338,,,,878,0,co-disease
114,7058,ADCY8 (human),THBS2,-0.02284036737547515,,,,878,0,co-disease
8573,9968,CASK (human),MED12 (human),0.5074593257484508,,,,878,0,co-disease
5970,7058,RELA (human),THBS2,0.24573599915553634,,,0.2115240370836284,878,0,co-disease
1728,3265,NQO1 (human),HRAS,0.07867811915558331,,,0.04980851727186376,878,0,co-disease
176,5803,ACAN (human),PTPRZ1,0.20568103825650547,,,,878,0,co-disease
2494,407040,NR5A2 (human),MIR34A,,,,,878,0,co-disease
191,27232,AHCY,GNMT,,,,,0,0,co-disease
4928,8797,NUP98 (human),TNFRSF10A (human),0.4282334407612172,,,,878,0,co-disease
23098,3383,SARM1 (human),ICAM1 (human),-0.030338493428241253,,,,878,0,co-disease
288,5290,ANK3,PIK3CA,0.3790947847057087,,-0.10176229965373335,,878,0,co-disease
6714,8943,SRC,AP3D1,0.2839958236465867,,,-0.04993340955809746,878,0,co-disease
2099,6422,ESR1 (human),SFRP1 (human),-0.45713803752096316,-0.3324772034147987,-0.311593865486286,-0.49776914894084495,878,860,co-disease
2531,342618,KDSR (human),SLFN14,-0.0117770736532575,,,,878,0,co-disease
10763,1910,NES (human),EDNRB (human),0.242465715769587,,,,878,0,co-disease
23411,4841,SIRT1 (human),NONO,0.5138070669858211,,,,878,0,co-disease
3240,5970,HP,RELA (human),-0.0807749952645093,,-0.029159677460585474,,878,0,co-disease
2213,6208,FCGR2B (human),RPS14,-0.028478204463977485,,,,878,0,co-disease
1728,2064,NQO1 (human),ERBB2,0.2680951233195201,0.09153507314769875,0.21004607389285979,0.09146883458549547,878,860,co-disease
545,5803,ATR (human),PTPRZ1,0.08535004310157343,,,-0.02185594541485416,878,0,co-disease
10549,6558,PRDX4 (human),SLC12A2 (human),-0.16184190933884157,,,,878,0,co-disease
10232,22900,MSLN (human),CARD8,-0.2013227107500794,,,,878,0,co-disease
1956,2064,EGFR,ERBB2,-0.0796598881685974,-0.1775601903775103,-0.1700418752705856,-0.11515330801006976,878,878,co-disease
3240,4524,HP,MTHFR,0.057640277767074644,,,,878,0,co-disease
4311,836,MME,CASP3 (human),0.18344669385675738,,-0.226847933484502,,878,0,co-disease
100151683,5321,RNU4ATAC,PLA2G4A (human),0.0665330366055856,,,,878,0,co-disease
6446,847,SGK1 (human),CAT,0.30065630605206045,,,0.038302743591929235,878,0,co-disease
2879,7494,GPX4 (human),XBP1 (human),0.2591489880305301,,-0.024305266601834123,,878,0,co-disease
148022,3565,TICAM1 (human),IL4 (human),0.08285799449306837,,,,878,0,co-disease
4841,5562,NONO,PRKAA1 (human),0.208740578575547,,-0.033718929431079514,,878,0,co-disease
3265,6698,HRAS,SPRR1A (human),0.07734524178574538,,,,878,0,co-disease
5803,759,PTPRZ1,CA1 (human),0.07432072896298658,,,,878,0,co-disease
213,445,ALB (human),ASS1,-0.137066948809952,,,,878,0,co-disease
10411,284207,RAPGEF3 (human),METRNL (human),0.16286442799431167,,,,878,0,co-disease
6558,79661,SLC12A2 (human),NEIL1 (human),0.13660013219530262,,,,878,0,co-disease
1545,284207,CYP1B1,METRNL (human),0.00353078297936963,,,,878,0,co-disease
8943,998,AP3D1,CDC42 (human),0.34226385023727623,,-0.00032895071172318185,,878,0,co-disease
3624,4088,INHBA (human),SMAD3,0.21574957743981826,,0.1338724400894552,,878,0,co-disease
1301,646960,COL11A1,PRSS56 (human),-0.0450137247550933,,,,878,0,co-disease
1559,213,CYP2C9 (human),ALB (human),0.0249155185242836,,,,878,0,co-disease
83706,8943,FERMT3,AP3D1,0.10996237351464057,,,,878,0,co-disease
6714,83706,SRC,FERMT3,0.13130108489350184,,,0.06381114215714515,878,0,co-disease
5016,545,OVGP1 (human),ATR (human),0.026995273998548952,,-0.04454852314910905,,878,0,co-disease
2554,2638,GABRA1,GC (human),0.0032837832583999475,,,,878,0,co-disease
4128,5591,MAOA,PRKDC,-0.042176022752517896,,,,878,0,co-disease
213,7057,ALB (human),THBS1 (human),0.054637894502934596,,,,878,0,co-disease
80739,998,MPIG6B (human),CDC42 (human),0.12158577318815086,,0.07983883410865968,,878,0,co-disease
2560,2638,GABRB1,GC (human),0.0012064716996618673,,,,878,0,co-disease
4842,51297,NOS1 (human),BPIFA1 (human),-0.015933326827154,,,,878,0,co-disease
5728,8314,PTEN (human),BAP1,0.1861084718580961,0.2638565378530028,-0.0903693709133193,0.003960417201641139,878,878,co-disease
10572,7124,SIVA1 (human),TNF (human),0.01360160950995509,,,,878,0,co-disease
10572,6584,SIVA1 (human),SLC22A5 (human),-0.0725357980928787,,,,878,0,co-disease
23411,3953,SIRT1 (human),LEPR (human),0.4535350773558808,,,,878,0,co-disease
2213,27429,FCGR2B (human),HTRA2,0.023481557978855885,,,,878,0,co-disease
3181,7415,HNRNPA2B1 (human),VCP,0.46409779276603774,,,,878,0,co-disease
2444,7494,FRK (human),XBP1 (human),0.2429394488618595,,-0.015408799447128418,,878,0,co-disease
60,83706,ACTB (human),FERMT3,0.3465670796410321,,,0.2291230594397659,878,0,co-disease
51297,6195,BPIFA1 (human),RPS6KA1 (human),-0.08833040571864827,,-0.07167363879298859,,878,0,co-disease
27429,6603,HTRA2,SMARCD2 (human),0.21746725677110462,,,,878,0,co-disease
2752,4128,GLUL,MAOA,0.37706201488108615,,,,878,0,co-disease
1559,6346,CYP2C9 (human),CCL1 (human),0.02897188180565214,,,,878,0,co-disease
2879,3551,GPX4 (human),IKBKB (human),0.15089952266813167,,,,878,0,co-disease
10542,6558,LAMTOR5 (human),SLC12A2 (human),-0.06692198038811771,,,,878,0,co-disease
1559,22909,CYP2C9 (human),FAN1,0.04405084197693584,,,,878,0,co-disease
23411,6558,SIRT1 (human),SLC12A2 (human),0.5179909327284742,,,,878,0,co-disease
148022,23098,TICAM1 (human),SARM1 (human),0.1592586998365186,,,,878,0,co-disease
1499,54474,CTNNB1,KRT20 (human),-0.039708391751895424,,,0.05082965280681862,878,0,co-disease
109,4524,ADCY3 (human),MTHFR,0.24858909079442765,,,,878,0,co-disease
6514,9213,SLC2A2,XPR1,-0.018837844646210338,,,,878,0,co-disease
148022,64072,TICAM1 (human),CDH23,0.18235780802407248,,,,878,0,co-disease
4128,706,MAOA,TSPO (human),-0.1251188821636527,,,,878,0,co-disease
6583,6584,SLC22A4,SLC22A5 (human),0.6357240471397286,,,,878,0,co-disease
10095,60,ARPC1B (human),ACTB (human),0.2526864877353591,,0.09209615242571362,,878,0,co-disease
148022,64711,TICAM1 (human),HS3ST6 (human),-0.0705116494208512,,,,878,0,co-disease
4842,5015,NOS1 (human),OTX2 (human),0.04290009284233232,,,,878,0,co-disease
6584,7124,SLC22A5 (human),TNF (human),-0.2506154342503513,,,,878,0,co-disease
10549,5919,PRDX4 (human),RARRES2 (human),-0.02773833244486266,,,,878,0,co-disease
2554,5591,GABRA1,PRKDC,0.06751641075667769,,,,878,0,co-disease
4843,728,NOS2,C5AR1 (human),0.17467099231837807,,,,878,0,co-disease
109,5970,ADCY3 (human),RELA (human),0.37618964030426905,,0.12956564138671542,,878,0,co-disease
50632,8490,CALY (human),RGS5,0.11981613147023343,,,,878,0,co-disease
4595,5782,MUTYH (human),PTPN12 (human),0.28200390607803416,,,,878,0,co-disease
2444,5562,FRK (human),PRKAA1 (human),0.37742602716554274,,0.18402902130256954,,878,0,co-disease
3643,6446,INSR (human),SGK1 (human),0.1195497873882792,-0.39721406012104443,-0.008861645985418685,-0.078214307424116,878,860,co-disease
4508,948,MT-ATP6 (human),CD36,0.07887726099401315,,,,878,0,co-disease
2638,358,GC (human),AQP1 (human),-0.0033693200046286103,,,,878,0,co-disease
2064,6698,ERBB2,SPRR1A (human),-0.054816846977758515,,,0.022529808802750902,878,0,co-disease
1184,213,CLCN5 (human),ALB (human),-0.06559570724870914,,,,878,0,co-disease
10095,2533,ARPC1B (human),FYB1,0.33336287080338356,,,,878,0,co-disease
2878,9213,GPX3 (human),XPR1,0.05430050935583733,,,,878,0,co-disease
5015,5290,OTX2 (human),PIK3CA,-0.02186074592466601,,0.010523042437950388,,878,0,co-disease
114,1390,ADCY8 (human),CREM (human),-0.0062054754184104055,,,,878,0,co-disease
2064,79577,ERBB2,CDC73,0.18007433779693538,,,0.11287705604361002,878,0,co-disease
596,84631,BCL2 (human),SLITRK2 (human),-0.07984672467534737,,,-0.07438463470475101,878,0,co-disease
51297,5290,BPIFA1 (human),PIK3CA,-0.01912450405670055,,-0.03860868017161606,,878,0,co-disease
1356,3162,CP,HMOX1,0.17459726779476353,,,,878,0,co-disease
3953,407040,LEPR (human),MIR34A,,,,,878,0,co-disease
4508,5562,MT-ATP6 (human),PRKAA1 (human),-0.09386828221648083,,0.05411042580509331,,878,0,co-disease
10549,407040,PRDX4 (human),MIR34A,,,,,878,0,co-disease
6347,6354,CCL2 (human),CCL7 (human),0.5135200069812564,,,,878,0,co-disease
10542,5563,LAMTOR5 (human),PRKAA2 (human),0.00972289861802697,,-0.003923297214304461,,878,0,co-disease
2879,5563,GPX4 (human),PRKAA2 (human),-0.06659120179040388,,-0.04053987436056053,,878,0,co-disease
2554,4988,GABRA1,OPRM1 (human),0.02526224628735049,,,,878,0,co-disease
7039,7040,TGFA (human),TGFB1,-0.03187472571398178,,,,878,0,co-disease
4843,7124,NOS2,TNF (human),0.06627927650203448,,,,878,0,co-disease
6714,998,SRC,CDC42 (human),0.14660624603733394,0.16530606637005055,-0.04670677864775031,0.04390338069705359,878,860,co-disease
5291,79577,PIK3CB (human),CDC73,0.6571427642146477,,,-0.030513935475280515,878,0,co-disease
5743,7040,PTGS2 (human),TGFB1,0.029090678907491077,,,-0.13387601104629815,878,0,co-disease
3953,948,LEPR (human),CD36,0.524429065686437,,,,878,0,co-disease
64240,8943,ABCG5 (human),AP3D1,-0.03784305841371101,,,,878,0,co-disease
100151683,64241,RNU4ATAC,ABCG8,-0.00592640465818324,,,,878,0,co-disease
22909,7057,FAN1,THBS1 (human),0.4618718397254324,,,,878,0,co-disease
109,445,ADCY3 (human),ASS1,0.1016270762129112,,,,878,0,co-disease
2879,407040,GPX4 (human),MIR34A,,,,,878,0,co-disease
10763,1649,NES (human),DDIT3,-0.031110534567504976,,,,878,0,co-disease
4928,6948,NUP98 (human),TCN2 (human),0.05646102561691327,,,,878,0,co-disease
3440,3553,IFNA2 (human),IL1B,-0.00939860350412147,,,,878,0,co-disease
2752,7124,GLUL,TNF (human),-0.09369128790408401,,,,878,0,co-disease
6648,7039,SOD2 (human),TGFA (human),,,,0.17189599058657107,0,0,co-disease
7372,790,UMPS,CAD (human),0.5065936263995898,,,,878,0,co-disease
177,356,AGER (human),FASLG (human),0.13500899547989287,,,,878,0,co-disease
5321,8943,PLA2G4A (human),AP3D1,-0.07482620429111206,,,,878,0,co-disease
2638,4988,GC (human),OPRM1 (human),0.07392343035517465,,,,878,0,co-disease
177,3162,AGER (human),HMOX1,0.011797427889893068,,,,878,0,co-disease
3440,6948,IFNA2 (human),TCN2 (human),-0.013553785399764968,,,,878,0,co-disease
109,1390,ADCY3 (human),CREM (human),0.30861201867805577,,,,878,0,co-disease
2533,342618,FYB1,SLFN14,0.6034087087503905,,,,878,0,co-disease
213,3240,ALB (human),HP,0.022354225196009485,,,,878,0,co-disease
5176,836,SERPINF1,CASP3 (human),0.1014763547476904,,-0.22372612033827266,,878,0,co-disease
6948,7172,TCN2 (human),TPMT (human),0.16291400819236565,,,,878,0,co-disease
3565,4194,IL4 (human),MDM4 (human),0.3246292052871097,,,,878,0,co-disease
1806,3553,DPYD,IL1B,0.4803611204618098,,,,878,0,co-disease
5743,6648,PTGS2 (human),SOD2 (human),,0.33817691016431584,0.2709134784258309,,0,860,co-disease
3440,7172,IFNA2 (human),TPMT (human),0.00373698649508997,,,,878,0,co-disease
2531,8943,KDSR (human),AP3D1,0.2859218870500261,,,,878,0,co-disease
761,9466,CA3 (human),IL27RA (human),0.2393536131503642,,,,878,0,co-disease
4846,5970,NOS3 (human),RELA (human),0.24576230998439658,,0.035835959528984426,,878,0,co-disease
5015,6722,OTX2 (human),SRF (human),0.031982185299503973,,,,878,0,co-disease
4803,7057,NGF (human),THBS1 (human),0.17762182943425697,,,,878,0,co-disease
7040,7077,TGFB1,TIMP2 (human),0.5962032639123618,,,,878,0,co-disease
22909,6354,FAN1,CCL7 (human),-0.1562915936222144,,,,878,0,co-disease
6915,7171,TBXA2R,TPM4 (human),0.1527090956213052,,,,878,0,co-disease
4524,7057,MTHFR,THBS1 (human),0.24085393740848987,,,,878,0,co-disease
6446,836,SGK1 (human),CASP3 (human),0.16764118545481205,-0.357899263423748,-0.1245598675588919,-0.010481152250830041,878,860,co-disease
407040,7494,MIR34A,XBP1 (human),,,,,878,0,co-disease
4928,7172,NUP98 (human),TPMT (human),0.3505379509595244,,,,878,0,co-disease
4524,6208,MTHFR,RPS14,0.11842203446593375,,,,878,0,co-disease
2560,706,GABRB1,TSPO (human),-0.026662432493648927,,,,878,0,co-disease
5803,761,PTPRZ1,CA3 (human),0.2231926091716997,,,,878,0,co-disease
1401,4803,CRP (human),NGF (human),0.1538435125104194,,,,878,0,co-disease
3953,7099,LEPR (human),TLR4 (human),0.5570333614202659,,,,878,0,co-disease
1292,1303,COL6A2 (human),COL12A1 (human),0.6120762362276401,,,,878,0,co-disease
10979,1301,FERMT2 (human),COL11A1,0.5180546580980592,,,,878,0,co-disease
176,761,ACAN (human),CA3 (human),0.07335116757247459,,,,878,0,co-disease
84631,847,SLITRK2 (human),CAT,0.06141570799723276,,,,878,0,co-disease
3553,4524,IL1B,MTHFR,0.1071337417462132,,,,878,0,co-disease
4842,847,NOS1 (human),CAT,0.11520592050702985,,,,878,0,co-disease
1806,6603,DPYD,SMARCD2 (human),-0.06331967569579014,,,,878,0,co-disease
2213,4524,FCGR2B (human),MTHFR,0.06794170849265027,,,,878,0,co-disease
10752,5290,CHL1 (human),PIK3CA,0.2877684273285652,,-0.040271968895885135,,878,0,co-disease
4928,6208,NUP98 (human),RPS14,-0.0738259078961294,,,,878,0,co-disease
10549,1545,PRDX4 (human),CYP1B1,0.027653936705740085,,,,878,0,co-disease
10095,80739,ARPC1B (human),MPIG6B (human),-0.05047649861300152,,,,878,0,co-disease
10752,6195,CHL1 (human),RPS6KA1 (human),0.10361067498178964,,-0.0916799559261984,,878,0,co-disease
3643,4318,INSR (human),MMP9 (human),-0.10673927161136879,,,-0.10352300735883135,878,0,co-disease
22900,3371,CARD8,TNC (human),0.21682327332174695,,,,878,0,co-disease
1261,2780,CNGA3 (human),GNAT2,0.1362704053593514,,,,878,0,co-disease
7040,836,TGFB1,CASP3 (human),0.09874093692267025,,-0.23244643991040911,,878,0,co-disease
176,8290,ACAN (human),H3-4 (human),0.00984116458078218,,0.006247038344436439,,878,0,co-disease
10542,948,LAMTOR5 (human),CD36,-0.1968351335607335,,,,878,0,co-disease
2780,54714,GNAT2,CNGB3 (human),0.12880147133308584,,,,878,0,co-disease
29927,4803,SEC61A1,NGF (human),0.023923552136554664,,,,878,0,co-disease
3440,8943,IFNA2 (human),AP3D1,0.019039984135553308,,,,878,0,co-disease
3643,4311,INSR (human),MME,0.0770692047448042,,,-0.18883927145053825,878,0,co-disease
545,761,ATR (human),CA3 (human),0.0850077241232841,,,-0.027693044625846115,878,0,co-disease
1813,79734,DRD2 (human),KCTD17 (human),0.15666475772347543,,,,878,0,co-disease
109,7058,ADCY3 (human),THBS2,0.3610504072451626,,,,878,0,co-disease
3458,3565,IFNG,IL4 (human),-0.0814320098027729,,,,878,0,co-disease
4843,6865,NOS2,TACR2 (human),0.07702575728080037,,,,878,0,co-disease
1129,3953,CHRM2 (human),LEPR (human),-0.01901622621115503,,,,878,0,co-disease
144100,54749,PLEKHA7 (human),EPDR1 (human),0.07847220645081061,,,,878,0,co-disease
10411,3953,RAPGEF3 (human),LEPR (human),0.35647008192850754,,,,878,0,co-disease
3553,8943,IL1B,AP3D1,0.09278161629280092,,,,878,0,co-disease
6648,7040,SOD2 (human),TGFB1,,,,0.07029197893974777,0,0,co-disease
3440,6603,IFNA2 (human),SMARCD2 (human),-0.020623646268453248,,,,878,0,co-disease
4842,5591,NOS1 (human),PRKDC,0.07495868243387446,,,,878,0,co-disease
5156,84631,PDGFRA,SLITRK2 (human),0.16683010685324073,,,,878,0,co-disease
2752,5591,GLUL,PRKDC,0.10644420956801245,,,,878,0,co-disease
2213,84522,FCGR2B (human),JAGN1 (human),-0.0652391166827925,,,,878,0,co-disease
2064,5290,ERBB2,PIK3CA,0.04302180905144399,-0.12206226250222828,-0.11016014767303806,-0.0037015111591032508,878,878,co-disease
1956,595,EGFR,CCND1 (human),-0.25750198744656405,0.11549130342999428,-0.043901314915283894,-0.23383817769784274,878,878,co-disease
445,836,ASS1,CASP3 (human),0.010769549728500593,,0.019126981497656598,,878,0,co-disease
177,7058,AGER (human),THBS2,-0.22806392833285458,,,,878,0,co-disease
2623,3239,GATA1,HOXD13,-0.11730695124693247,,,,878,0,co-disease
1806,3440,DPYD,IFNA2 (human),0.00744155453828212,,,,878,0,co-disease
3553,8797,IL1B,TNFRSF10A (human),0.27706152871839496,,,,878,0,co-disease
5290,847,PIK3CA,CAT,0.40686873728336154,,,-0.05388585243745682,878,0,co-disease
3122,358,HLA-DRA (human),AQP1 (human),0.20395417302758448,,,,878,0,co-disease
10095,7171,ARPC1B (human),TPM4 (human),0.05345616756812579,,,,878,0,co-disease
213,6347,ALB (human),CCL2 (human),-0.013113689654015444,,,,878,0,co-disease
2551,847,GABPA (human),CAT,0.46230822545819034,,,,878,0,co-disease
10542,284207,LAMTOR5 (human),METRNL (human),0.0882423793064998,,,,878,0,co-disease
3240,445,HP,ASS1,0.17025375779625945,,,,878,0,co-disease
5468,5782,PPARG (human),PTPN12 (human),0.050683884844458515,,,,878,0,co-disease
5803,64072,PTPRZ1,CDH23,0.1556856951721841,,,,878,0,co-disease
5321,80739,PLA2G4A (human),MPIG6B (human),-0.10065612243657145,,,,878,0,co-disease
4908,6446,NTF3 (human),SGK1 (human),0.05322134679016068,,0.0415911576366841,,878,0,co-disease
176,5016,ACAN (human),OVGP1 (human),-0.12887714716719112,,,,878,0,co-disease
4524,4846,MTHFR,NOS3 (human),0.2635060483946403,,,,878,0,co-disease
1565,4803,CYP2D6,NGF (human),0.09856821997514398,,,,878,0,co-disease
284207,2879,METRNL (human),GPX4 (human),0.3084638054017369,,,,878,0,co-disease
10542,2879,LAMTOR5 (human),GPX4 (human),0.2894341426473377,,,,878,0,co-disease
4803,6346,NGF (human),CCL1 (human),0.03229775661152358,,,,878,0,co-disease
27429,8943,HTRA2,AP3D1,0.3611139392621938,,,,878,0,co-disease
3551,4841,IKBKB (human),NONO,0.25605596130737845,,,,878,0,co-disease
3240,5176,HP,SERPINF1,0.19982483622701092,,,,878,0,co-disease
10095,998,ARPC1B (human),CDC42 (human),-0.08071394558754909,,0.07501293988446728,,878,0,co-disease
10908,2056,PNPLA6 (human),EPO (human),-0.13486203747770237,,,,878,0,co-disease
4524,7172,MTHFR,TPMT (human),0.2037689200746986,,,,878,0,co-disease
2752,4129,GLUL,MAOB (human),0.13895529182449728,,,,878,0,co-disease
10752,596,CHL1 (human),BCL2 (human),0.1611814536080248,,0.08260328289599106,,878,0,co-disease
5562,7494,PRKAA1 (human),XBP1 (human),0.011667947807579751,0.0005396650803402049,-0.03693644147907746,0.2265339299877443,878,878,co-disease
2752,4049,GLUL,LTA (human),-0.22611909721204673,,,,878,0,co-disease
3565,9466,IL4 (human),IL27RA (human),0.03625822287567134,,,,878,0,co-disease
7171,83706,TPM4 (human),FERMT3,0.05599090609495172,,,,878,0,co-disease
7494,948,XBP1 (human),CD36,0.1129904283210522,,,0.02595863450997494,878,0,co-disease
1545,2494,CYP1B1,NR5A2 (human),0.2364019733483797,,,,878,0,co-disease
445,4846,ASS1,NOS3 (human),0.12213766759287549,,,,878,0,co-disease
3082,6446,HGF (human),SGK1 (human),0.4950814858946665,,0.14314073159170454,,878,0,co-disease
836,847,CASP3 (human),CAT,0.25549372267111214,,,-0.16214406185369892,878,0,co-disease
213,5970,ALB (human),RELA (human),0.029766301533000583,,-0.04665811695775606,,878,0,co-disease
1545,2879,CYP1B1,GPX4 (human),-0.19522627409510623,,,,878,0,co-disease
1184,22909,CLCN5 (human),FAN1,0.14090170909342795,,,,878,0,co-disease
284207,3953,METRNL (human),LEPR (human),-0.004360223646646743,,,,878,0,co-disease
148022,201626,TICAM1 (human),PDE12 (human),,,,,0,0,co-disease
10411,4841,RAPGEF3 (human),NONO,-0.12588946340636545,,,,878,0,co-disease
4841,948,NONO,CD36,-0.10340248763284104,,,,878,0,co-disease
2551,6195,GABPA (human),RPS6KA1 (human),0.0758735034578204,,-0.10676150969842019,,878,0,co-disease
109,114,ADCY3 (human),ADCY8 (human),0.06969564908447701,,,,878,0,co-disease
2533,64240,FYB1,ABCG5 (human),-0.15787065467101105,,,,878,0,co-disease
54749,646960,EPDR1 (human),PRSS56 (human),0.02297957904316071,,,,878,0,co-disease
6603,84522,SMARCD2 (human),JAGN1 (human),0.2538631888931875,,,,878,0,co-disease
1361,1586,CPB2 (human),CYP17A1,0.09813824694813941,,,,878,0,co-disease
284207,79661,METRNL (human),NEIL1 (human),0.06534449677945696,,,,878,0,co-disease
2213,2623,FCGR2B (human),GATA1,0.1389731247906533,,,,878,0,co-disease
3551,5563,IKBKB (human),PRKAA2 (human),0.2588290898052914,,-0.010460121797717561,,878,0,co-disease
6347,7057,CCL2 (human),THBS1 (human),0.1562189559404571,,,,878,0,co-disease
2915,7040,GRM5 (human),TGFB1,0.048237889462961495,,,,878,0,co-disease
3643,836,INSR (human),CASP3 (human),0.210850420067775,0.22424965616373566,-0.08710193981455336,-0.039780161753009594,878,860,co-disease
5016,9466,OVGP1 (human),IL27RA (human),-0.21523266823811724,,,,878,0,co-disease
29927,6346,SEC61A1,CCL1 (human),0.0456632378897555,,,,878,0,co-disease
144100,169792,PLEKHA7 (human),GLIS3,0.14071561101386057,,,,878,0,co-disease
5176,7058,SERPINF1,THBS2,0.6875094305292675,,,,878,0,co-disease
1545,183,CYP1B1,AGT,0.04066668163405644,,,,878,0,co-disease
176,3565,ACAN (human),IL4 (human),-0.14568942320660433,,,,878,0,co-disease
22909,6346,FAN1,CCL1 (human),-0.05672554956437301,,,,878,0,co-disease
4953,5743,ODC1,PTGS2 (human),0.2872796031818714,,0.1811978036076014,,878,0,co-disease
3265,4953,HRAS,ODC1,-0.04385553283840732,,,,878,0,co-disease
1103,1301,CHAT (human),COL11A1,0.031818485510243584,,,,878,0,co-disease
22909,4803,FAN1,NGF (human),-0.015250069134805491,,,,878,0,co-disease
3239,6208,HOXD13,RPS14,0.022407473354737462,,,,878,0,co-disease
701,9702,BUB1B,CEP57 (human),0.35134019215194334,,,,878,0,co-disease
10741,644972,,,0.07308768930601572,,,,878,0,random
100505557,151825,,,0.04909653951199257,,,,878,0,random
106481603,342900,,,0.0466818169501283,,,,878,0,random
100423012,406907,,,,,,,878,0,random
100616469,28637,,,-0.07823289139110814,,,,878,0,random
263,5999,,,-0.003995928654764641,,,,878,0,random
100420326,728290,,,,,,,878,0,random
11282,201283,,,0.10698675854666076,,,,878,0,random
106479365,123464518,,,0.2502902668794214,,,,878,0,random
105375933,107986809,,,-0.0703434479288984,,,,878,0,random
100874085,7543,,,0.07409135076484205,,,,878,0,random
2057,653643,,,-0.08422242982397302,,,,878,0,random
107075292,9470,,,-0.03720621614791861,,,,878,0,random
100423018,10345,,,-0.0020106284104034963,,,,878,0,random
286103,8877,,,-0.05670813647302325,,,,878,0,random
2569,391189,,,-0.043234728403059565,,,,878,0,random
10066,79603,,,0.30767178626294633,,,,878,0,random
100873683,105377023,,,0.01627408039479072,,,,878,0,random
280659,7404,,,0.013691060577785628,,,,878,0,random
100422416,146177,,,-0.06840764735836316,,,,878,0,random
105755954,3998,,,-0.06085147742573691,,,,878,0,random
100129934,100874255,,,0.2569421665412611,,,,878,0,random
124901799,677795,,,,,,,878,0,random
100874422,106481359,,,0.07903067087313696,,,,878,0,random
